inventor_id,name,country
fl:ni_ln:yang-25,Ning Yang,US
fl:sa_ln:delgadocarmona-1,Sara L. Delgado Carmona,US
fl:jo_ln:wright-79,Joshua Wright,CN
fl:xi_ln:xie-115,Xiaobo Xie,CN
fl:ji_ln:wang-934,Jianliang Wang,US
fl:da_ln:platt-1,Daniel Richard Platt,GB
fl:ch_ln:chan-246,Chi-Wai Chan,TW
fl:ir_ln:carlton-1,Iris Call Carlton,US
fl:qi_ln:hu-70,Qiang Hu,US
fl:yu_ln:gong-21,Yuan Gong,CN
fl:ja_ln:hofman-3,James A. Hofman,US
fl:je_ln:burton-2,Jesse L. Burton,US
fl:ro_ln:allen-27,Robert C. Allen,US
fl:st_ln:lindvall-2,Stefan Lindvall,US
fl:to_ln:palmer-3,Todd Palmer,US
fl:qi_ln:ma-88,Qiaoxi Ma,US
fl:ch_ln:louboutin-1,Christian Louboutin,FR
fl:je_ln:donaldson-8,Jesse Donaldson,US
fl:jo_ln:abell-4,Joshua Abell,US
fl:sh_ln:lin-842,Shantao Lin,US
fl:za_ln:lupei-1,Zachary Lupei,US
fl:yu_ln:li-559,Yuehai Li,US
fl:ma_ln:partridge-5,Mark Partridge,GB
fl:ch_ln:bettig-1,Christopher Bettig,US
fl:gy_ln:yoon-5,Gyohee Yoon,US
fl:xi_ln:zhang-479,Xiaomeng Zhang,US
fl:vi_ln:phua-1,Vincent C. Phua,US
fl:el_ln:bak-1,Elly Bak,NL
fl:pi_ln:wisniewski-2,Piotr Wisniewski,US
fl:je_ln:mollack-1,Jean C. Mollack,US
fl:su_ln:shin-80,Su Min Shin,KR
fl:si_ln:matsumoto-1,Sigeru Matsumoto,JP
fl:ji_ln:deng-146,Jinsheng Deng,US
08o6tmx9fbghkruda7ssuym82,Andrea Kicinova,SK
fl:ro_ln:quaye-1,Roland Quaye,US
fl:ji_ln:liu-571,Jing Liu,US
fl:mi_ln:delongsamalik-1,Michelle Marie Severino DeLong Samalik,US
fl:ma_ln:reimann-11,Martin Reimann,US
fl:wi_ln:santamaria-1,Willis Santamaria,US
fl:ju_ln:bacasanchez-1,Juan Pedro Baca Sánchez,MX
fl:pi_ln:wu-15,Pin-Hsuan Wu,TW
fl:jo_ln:huttner-1,Johannes Huttner,DE
fl:wi_ln:connelly-3,William Connelly,US
fl:al_ln:grenier-5,Alexandre Grenier,CA
fl:aa_ln:libman-1,Aaron Libman,US
fl:be_ln:winslow-1,Benjamin K. Winslow,US
fl:ch_ln:choi-99,Chang-Hoon Choi,KR
fl:da_ln:blachinsky-3,Daniel Blachinsky,CA
fl:xi_ln:wu-178,Xiangbin Wu,CN
fl:pi_ln:wang-17,Ping-Kun Wang,US
fl:zh_ln:gong-65,Zhen Gong,US
fl:er_ln:hemberg-2,Eric O. Hemberg,US
fl:jo_ln:popovic-2,Jovan Popovic,US
fl:xi_ln:wang-265,Xiu'e Wang,CN
fl:kr_ln:martens-5,Kristof Adrien Laura Martens,BE
fl:zh_ln:chen-98,Zhibing Chen,CN
fl:er_ln:levin-1,Eric Martin Levin,US
fl:mi_ln:kindig-1,Michael A. Kindig,US
fl:le_ln:wilson-12,Leslie Wilson,US
fl:el_ln:kremerman-1,Elliot Kremerman,US
fl:bo_ln:duan-3,Bo Duan,CN
fl:wo_ln:strandl-1,Wolfgang Strandl,US
fl:da_ln:martel-3,Daniel Martel,US
fl:wi_ln:king-2,William Q King,US
fl:el_ln:hunt-4,Elizabeth Hunt,US
fl:jo_ln:evans-35,John C. Evans,US
fl:ko_ln:yang-12,Kong Yang,CN
fl:mi_ln:telek-1,Michael J. Telek,US
fl:sh_ln:mohamed-11,Shamees Mohamed,US
fl:ab_ln:bhattacharya-4,Abhijeet Bhattacharya,US
fl:ab_ln:patel-4,Abhi R. Patel,US
fl:ri_ln:welsh-8,Ricky Dean Welsh,US
fl:yo_ln:li-198,Yongbo Li,US
fl:ma_ln:tran-18,Max Tran,AU
fl:br_ln:virgl-1,Brett Virgl,US
fl:ho_ln:yang-47,Hong Yang,CN
fl:ro_ln:waissman-1,Rotem Waissman,IL
fl:ro_ln:ruizhernandez-1,Robert Ruiz Hernandez,DE
fl:yo_ln:ahn-133,YooJung Ahn,US
fl:ke_ln:ito-50,Kei Ito,JP
fl:ma_ln:lapsker-1,Mason Lapsker,CA
fl:da_ln:christensen-28,David Christensen,US
fl:st_ln:rossi-6,Steven Rossi,CA
fl:br_ln:rodriguez-4,Brandon Rodriguez,US
fl:ch_ln:walter-5,Christopher G. Walter,US
fl:ry_ln:dygert-1,Ryan K. Dygert,US
fl:co_ln:bloemendaal-1,Colin J. Bloemendaal,US
fl:jo_ln:piper-10,John Piper,US
fl:ru_ln:chen-76,Rui Chen,US
fl:ma_ln:alvarado-10,"Mauro Alvarado, Jr.",US
fl:li_ln:wolken-1,Linnea Wolken,US
fl:an_ln:dimler-1,Angela R. Dimler,US
fl:ce_ln:garland-1,Celine Kwok Garland,US
fl:da_ln:iuliis-1,Daniele De Iuliis,US
fl:ro_ln:kester-1,Robert Wallace Kester,US
fl:ki_ln:bager-1,Kim Bager,US
fl:ba_ln:lee-44,Barry W. Lee,TW
fl:ma_ln:jenkinson-2,Mark Jenkinson,US
fl:sh_ln:liu-40,Shing-Lun Liu,TW
fl:sa_ln:datta-17,Samir Datta,US
fl:ju_ln:huang-219,Juanjuan Huang,CN
fl:ca_ln:kempers-1,Cas Kempers,NL
fl:bo_ln:park-32,Bo Young Park,KR
fl:sh_ln:shi-12,Shaoqi Shi,US
fl:da_ln:lubensky-2,David Lubensky,US
fl:gu_ln:yuan-25,Guanghui Yuan,US
fl:de_ln:paul-22,Debashish Paul,US
fl:ma_ln:boyd-2,Malcolm Stanley Boyd,GB
fl:ad_ln:ron-1,Adam Ron,IL
fl:ya_ln:zhang-303,Yazhen Zhang,CN
fl:da_ln:coster-1,Daniel J. Coster,US
fl:br_ln:leard-1,Brett C. Leard,US
fl:sh_ln:tako-1,Shay Tako,CH
fl:ra_ln:musser-1,Randall E. Musser,US
fl:yo_ln:rhee-1,Yon Aran Rhee,US
fl:yo_ln:dong-23,Yongzhi Dong,CN
fl:ti_ln:chen-285,Tianwei Chen,CN
fl:ke_ln:tsuji-23,Keitaro Tsuji,JP
fl:ha_ln:moy-1,Harvey Moy,US
fl:se_ln:ji-47,Seunghyun Ji,KR
fl:by_ln:loibl-1,Byron Loibl,US
fl:pe_ln:davis-23,Peter Davis,AU
fl:ba_ln:jansen-7,Bart Jansen,US
fl:st_ln:hillenmayer-1,Stefan Hillenmayer,DE
fl:ju_ln:lee-576,Junkyo Lee,KR
fl:an_ln:forschner-1,Anne Kristina Forschner,DE
fl:yu_ln:wang-564,Yuyin Wang,US
fl:ca_ln:ljungh-1,Carl Ljungh,SE
fl:pa_ln:marici-1,Paul Paia Marici,US
fl:au_ln:ledeley-1,Aurelie Ribet Le Deley,US
fl:gr_ln:lynn-3,Greg Lynn,US
fl:jo_ln:muhlenkamp-2,"John George Muhlenkamp, IV",US
fl:al_ln:tschan-1,Alexander Tschan,DE
fl:ro_ln:rose-21,Robin S. Rose,US
fl:je_ln:lee-121,Jee Won Lee,KR
fl:al_ln:farrow-3,Alexander Farrow,US
fl:ma_ln:riffe-1,Mary Carol Riffe,US
fl:we_ln:wang-511,Weiyi Wang,CN
fl:hu_ln:wang-149,Hua Wang,US
fl:ha_ln:zhu-22,Haibo Zhu,US
fl:ma_ln:lu-34,Margaret Lu,NZ
fl:ty_ln:large-1,Tyler Large,US
fl:ri_ln:pugh-4,Richard Pugh,US
fl:fr_ln:tavan-1,Frederic Tavan,CA
fl:we_ln:wang-216,Wei-Cheng Wang,TW
fl:so_ln:kim-272,Soohyoung Kim,US
fl:yu_ln:yao-47,Yuan Yao,CN
fl:se_ln:jang-54,Seung Woong Jang,KR
fl:ji_ln:zhang-659,Jiahao Zhang,US
fl:an_ln:mindt-1,Andreas Mindt,DE
fl:an_ln:chakraborthy-1,Anusha Chakraborthy,US
fl:gi_ln:rodriquez-1,Giuseppe Rodriquez,IT
fl:yi_ln:jia-30,Yingzhi Jia,CN
fl:ro_ln:brunner-4,Robert Brunner,US
fl:an_ln:righezmesquita-1,Antonio Righez Mesquita,US
fl:la_ln:modjeski-1,Lara Modjeski,US
fl:pa_ln:wood-6,Paul D. Wood,US
fl:ro_ln:kirton-1,Robert Stuart Kirton,NZ
fl:je_ln:rasmussen-29,Jeff Rasmussen,US
fl:bo_ln:wang-66,Bowman Wang,US
fl:ji_ln:yang-678,Jingui Yang,CN
fl:ma_ln:bosch-4,Marcus Bosch,US
fl:ma_ln:imai-29,Masazumi Imai,JP
fl:ho_ln:wang-87,Houling Wang,US
fl:ha_ln:ye-30,Hailin Ye,CN
fl:da_ln:edmonds-12,Damian Christopher Edmonds,AU
fl:na_ln:radcliffe-2,Nate Radcliffe,US
fl:an_ln:wagner-7,Andrew G. Wagner,US
fl:yo_ln:wang-81,Yong Wang,US
fl:yu_ln:zhang-262,Yujian Zhang,US
fl:st_ln:nichols-11,Steve Charles Nichols,US
fl:ji_ln:chen-557,Jingduan Chen,CN
fl:ma_ln:okuda-27,Masato Okuda,JP
fl:ch_ln:zhuang-11,Cheng-Gang Zhuang,US
fl:jo_ln:wilds-1,Joshua Michael Wilds,US
fl:xi_ln:he-125,Xin He,US
fl:br_ln:recor-2,Bret Recor,US
fl:er_ln:prater-1,Eric M. Prater,US
fl:he_ln:hatzlhoffer-1,Herbert Hatzlhoffer,US
fl:ky_ln:kim-624,Kyung Beom Kim,KR
fl:gr_ln:browne-1,Gregory Vincent Browne,CA
fl:ax_ln:platz-1,Axel Platz,DE
fl:ju_ln:hubner-1,Julia Hübner,DE
fl:ga_ln:soens-1,Gail Katherine Soens,US
fl:cr_ln:morrison-2,Craig Morrison,GB
fl:ke_ln:cassou-1,Kevin Cassou,US
fl:me_ln:yao-16,Meiqing Yao,CN
fl:ti_ln:shen-15,Tian Shen,CN
fl:ji_ln:wei-166,Jianguo Wei,US
fl:ma_ln:sunder-1,Matthias Sunder,DE
fl:hy_ln:shim-43,Hyung-Sup Shim,KR
fl:ke_ln:vallely-1,Kevin James Vallely,US
fl:ja_ln:schoonover-3,James Schoonover,US
fl:tu_ln:fok-1,Tung Yiu Fok,US
fl:wi_ln:pacheco-1,William Pacheco,US
fl:fr_ln:murri-1,Francesca Murri,IT
fl:br_ln:magagnoli-1,Brianna Magagnoli,US
fl:si_ln:li-8,Site Li,US
fl:wi_ln:vanderminden-1,William M. Vanderminden,US
fl:ki_ln:han-7,Ki Jung Han,US
fl:kw_ln:jang-18,Kwanghyun Jang,KR
fl:li_ln:gui-19,Linguo Gui,CN
fl:mi_ln:srensen-5,Michael Sørensen,DK
fl:id_ln:girard-1,Idil Girard,US
fl:ya_ln:ota-14,Yasuyuki Ota,JP
fl:ch_ln:greenberg-1,Chase Greenberg,US
fl:em_ln:dalton-1,Emily Dalton,US
fl:jo_ln:vanrens-3,John Charles Van Rens,US
fl:ma_ln:carlson-7,Max D. Carlson,US
fl:jo_ln:biddle-1,Jonathan Howard Biddle,US
fl:ka_ln:udupa-2,Kavya Udupa,US
fl:gr_ln:levin-2,Gregg M. Levin,US
fl:an_ln:plant-5,Annette Plant,AU
fl:pa_ln:anderson-46,Parks Anderson,US
fl:wu_ln:wei-8,Wuxiang Wei,CN
fl:ni_ln:klemm-1,Nils Klemm,DE
fl:ki_ln:steward-1,Kimberly Deneen Steward,US
fl:pa_ln:crundensmith-1,Padraic Crunden-Smith,US
fl:ch_ln:kilgour-3,Christopher Glen Kilgour,US
fl:yi_ln:tsang-1,Yiu Ting Tsang,CN
fl:ho_ln:hutchinson-3,Howard D. Hutchinson,US
fl:be_ln:huyck-2,Benjamin N. Huyck,US
fl:ja_ln:rhone-1,Jarvis O'Neal Rhone,US
098v4g6x18ed2zl0enb64zwlp,Emmanuelle Beccari,US
fl:sh_ln:chang-299,Shu Kuen Chang,TW
fl:an_ln:spangler-1,Anthony G. Spangler,US
fl:ti_ln:lin-130,Tingting Lin,US
fl:sh_ln:sheerin-1,Shabistan Sheerin,US
fl:br_ln:howell-3,Brett A Howell,US
fl:te_ln:nagae-2,Tetsuya Nagae,JP
fl:ri_ln:darlow-1,Richard Darlow,US
fl:ki_ln:asai-4,Kiyoshi Asai,JP
fl:na_ln:jafari-3,Nafiseh Jafari,US
fl:xi_ln:chen-289,Xi Chen,CN
fl:ji_ln:qiu-112,Jilin Qiu,SG
fl:yu_ln:li-101,Yuru Li,CN
fl:ju_ln:lee-460,Jusuek Lee,GB
fl:ji_ln:hu-4,Jincai Hu,CN
fl:ya_ln:hu-68,Yajing Hu,US
fl:ro_ln:friedman-22,Robert Friedman,US
fl:an_ln:parisio-1,Andrea Parisio,US
fl:na_ln:kamitake-1,Naoto Kamitake,JP
fl:gr_ln:pfiffner-1,Greg Pfiffner,US
fl:sc_ln:taylor-14,Scott Taylor,US
fl:ma_ln:kaiser-16,Mark Kaiser,US
fl:yi_ln:hu-87,Yiting Hu,CN
fl:er_ln:breier-1,Eric Breier,US
fl:ap_ln:paredes-1,Apollo Paul Paredes,US
fl:ro_ln:tuccillo-1,Roy Steven Tuccillo,US
fl:ti_ln:larsen-1,Tina Ahlberg Larsen,US
fl:jo_ln:blixt-3,Jonathan W. Blixt,US
fl:ma_ln:twiss-1,Matthew Twiss,US
fl:st_ln:browning-2,Steven Browning,US
fl:mi_ln:kartman-1,Michelle Kartman,US
fl:je_ln:tanner-11,Jeffrey D. TANNER,US
fl:ke_ln:griffin-20,Kelly Griffin,US
fl:se_ln:ryu-132,Seunghoon Ryu,KR
fl:ma_ln:fissette-1,Matthew Fissette,US
fl:ro_ln:chase-8,Robert N. Chase,US
fl:sh_ln:chen-531,Shi-Kuan Chen,TW
fl:ye_ln:chou-18,Yen-Chun Chou,TW
fl:he_ln:miller-23,Helen Miller,US
fl:gu_ln:wang-118,Guan Da Wang,CA
fl:ji_ln:wu-590,Jiangyu Wu,US
fl:za_ln:kennedy-1,Zachery Kennedy,US
fl:sa_ln:kim-154,Sang Oh Kim,KR
fl:hs_ln:chen-108,Hsien-Te Chen,TW
fl:ma_ln:vozzi-1,Mariano Vozzi,SE
fl:th_ln:pfauch-1,Thomas Pfauch,DE
fl:jo_ln:slaughter-1,John K. Slaughter,US
fl:is_ln:suzuki-5,Isana Suzuki,JP
fl:bo_ln:lee-111,Bokyeong Lee,KR
fl:we_ln:feng-103,Wenyi Feng,CN
fl:ma_ln:abramson-1,Mary Malyka Abramson,US
fl:yi_ln:liu-171,Yi Liu,US
fl:an_ln:angeles-2,Angel Navas Angeles,US
fl:de_ln:sirdeshmukh-1,Deepak Sirdeshmukh,US
fl:li_ln:yang-59,Ling Yang,US
fl:sa_ln:seo-39,Sang Wan Seo,KR
fl:ca_ln:jean-1,Camille J. Jean,US
fl:ha_ln:ogura-7,Hayate Ogura,JP
fl:sc_ln:neilson-2,Scott Neilson,US
fl:ch_ln:cheng-834,Chengsen Cheng,US
fl:jo_ln:caswell-2,John C. Caswell,US
fl:al_ln:schoenmakers-4,Alexander Schoenmakers,AU
fl:yo_ln:shimamoto-1,Yosuke Shimamoto,JP
fl:se_ln:bae-124,Sehwan Bae,KR
fl:so_ln:kwon-140,Soonmin Kwon,KR
fl:je_ln:shrigley-1,Jeffrey J. Shrigley,US
fl:ma_ln:bosway-1,Matthew Michael Bosway,US
fl:st_ln:swayne-1,Steve Swayne,US
fl:ba_ln:merboth-2,Barbara L. Merboth,US
fl:ma_ln:bertinetti-2,Mark Bertinetti,AU
fl:st_ln:wachsmann-2,Steffen Wachsmann,DE
fl:sh_ln:yamashita-59,Shuichi Yamashita,DE
fl:iv_ln:kaunov-1,Ivan Kaunov,UA
fl:br_ln:belland-1,Brody Belland,US
fl:ja_ln:crowell-9,Jason Alan Crowell,US
fl:so_ln:song-15,Solomon Song,US
fl:pe_ln:wijeratne-1,Peter Wijeratne,US
fl:br_ln:gouthro-1,Bryan Gouthro,CA
fl:ku_ln:suzuki-22,Kunihiko Suzuki,JP
fl:we_ln:huang-119,Wei-Chih Huang,CN
fl:ju_ln:strahan-1,Justin Strahan,US
fl:ba_ln:baudy-1,Bastian Baudy,DE
fl:ca_ln:kim-10,Calvin Kim,AU
fl:ti_ln:barbour-2,Timothy Barbour,US
fl:ji_ln:zhang-785,Jinhui Zhang,CN
fl:ab_ln:casas-1,Abel Casas,US
fl:ma_ln:may-5,Matthew Robert May,US
fl:sa_ln:tsuchihashi-1,Satoko Tsuchihashi,JP
fl:da_ln:hanaoka-2,Daisuke Hanaoka,JP
fl:ha_ln:hong-42,Haibo Hong,CN
fl:al_ln:rycroft-2,Alexander Neal Rycroft,US
fl:se_ln:ryu-122,Seonghwan Ryu,KR
fl:th_ln:swanson-1,Theodore J. Swanson,US
fl:ya_ln:hu-149,Yajun Hu,US
fl:na_ln:wang-15,Nathan Wang,US
fl:ti_ln:sousa-2,Tiago Sousa,PT
fl:ch_ln:behling-5,Christoph Behling,US
fl:fa_ln:zhang-23,Fan Zhang,US
fl:te_ln:uusitupa-1,Tero Uusitupa,FI
fl:ro_ln:stewart-23,Robert D. Stewart,CA
fl:we_ln:liu-399,Wendong LIU,CN
fl:an_ln:schoneweis-1,Andrew Schoneweis,US
fl:ad_ln:narayan-1,Aditya Narayan,US
fl:ey_ln:lalo-1,Eyal Lalo,US
fl:mi_ln:bridgers-1,Michael D. Bridgers,US
fl:mi_ln:liu-100,Minghui Liu,US
fl:da_ln:goto-3,Daisuke Goto,JP
fl:mi_ln:gonzalez-5,Michael Gonzalez,US
fl:ma_ln:wanders-1,Marcel Wanders,NL
fl:hu_ln:cheng-97,Huaishi Cheng,US
fl:te_ln:suviala-1,Teemu Suviala,US
fl:jo_ln:heilman-1,Joe Heilman,US
fl:dr_ln:ahn-1,Dre Ahn,KR
fl:ma_ln:dean-13,Matthew Brian Dean,US
fl:ta_ln:shimizu-55,Takashi Shimizu,JP
fl:sc_ln:ahlswede-1,Scott G. Ahlswede,US
fl:sh_ln:cerny-1,Shannon Ella Cerny,US
fl:em_ln:yamada-1,Emiko Yamada,JP
fl:si_ln:cai-9,Sijia Cai,US
09kvgv9dfqpbfo1p7jacgzy6p,Sandra Burlinge,US
fl:ri_ln:bing-2,Richard R. Bing,US
fl:hi_ln:sasai-5,Hisao Sasai,JP
fl:aa_ln:anson-1,Aaron Austin Anson,US
fl:ga_ln:baltz-2,"Gary George Baltz, Jr.",US
fl:sa_ln:karimi-3,Sajjad Karimi,CA
fl:ch_ln:rosenkrance-1,Chelsea L. Rosenkrance,US
fl:ji_ln:chen-879,Jie Chen,US
fl:xi_ln:cai-129,Xiaoyu Cai,CN
fl:ta_ln:aoki-26,Takuya Aoki,JP
fl:wi_ln:jordan-7,William R. Jordan,US
fl:ja_ln:yoo-63,James Y. Yoo,US
fl:ri_ln:shassian-1,Richard Shassian,US
fl:hy_ln:lee-575,Hyun Mi Lee,KR
fl:ji_ln:lin-544,Jiongbing Lin,CN
09nqress5ax2oypz1yrt9fudg,Ayumu Mitera,JP
fl:ji_ln:paik-2,Ji Hye Paik,KR
fl:ji_ln:park-172,Jinsun Park,KR
fl:ti_ln:parsons-2,Timothy Parsons,US
fl:mi_ln:gray-20,Michael R. Gray,US
fl:ya_ln:shen-50,Yaxi Shen,US
fl:ya_ln:chen-334,Yanfang Chen,CN
fl:ji_ln:cai-169,Jiongjun Cai,US
fl:de_ln:park-54,Dennis Park,IT
fl:ke_ln:curic-1,Kemal Curic,US
fl:qi_ln:xie-35,Qiong Xie,US
fl:se_ln:fritz-2,Seth Fritz,US
fl:wa_ln:kunz-1,Waldemar Kunz,DE
fl:mi_ln:brandt-3,Michael D. Brandt,US
fl:lo_ln:hu-7,Longwei Hu,CN
fl:fu_ln:chen-61,Fuming Chen,CN
fl:ku_ln:tan-18,Kunyou Tan,CN
fl:yu_ln:kondou-5,Yuuki Kondou,JP
fl:mi_ln:yoo-41,Mijun Yoo,KR
fl:xi_ln:shen-180,Xiangyou Shen,US
fl:su_ln:vakati-1,Suresh Vakati,US
fl:ka_ln:vasoya-1,Kalu K. Vasoya,US
fl:xi_ln:sha-10,Xinrong SHA,CN
fl:ch_ln:dejong-3,Chad A. DeJong,US
fl:po_ln:lee-46,Pohsun Lee,US
fl:ed_ln:lilako-1,Eddie Lilako,US
fl:qi_ln:chen-321,Qidong Chen,CN
fl:gu_ln:raoult-1,Guillaume Raoult,US
fl:ta_ln:kikuchi-7,Takehiro Kikuchi,JP
fl:to_ln:gohto-1,Toshiyuki Gohto,JP
fl:ze_ln:huang-42,Zequn Huang,CN
fl:st_ln:dellapietra-2,Stefano Della Pietra,US
fl:ca_ln:aral-1,Cahit Utku Aral,US
fl:ka_ln:kasravi-3,Kas Kasravi,US
fl:ku_ln:lien-6,Kuan-Yi Lien,TW
fl:jo_ln:sams-3,Jonathan Sams,US
fl:er_ln:wechsler-2,Eric Wechsler,US
fl:al_ln:crudo-1,Alexander Crudo,US
fl:er_ln:davis-14,Eric Davis,US
fl:ph_ln:mouquet-1,Philippe Mouquet,FR
fl:ma_ln:roan-1,Mackenzie Gail Roan,US
fl:te_ln:sakai-1,Tetsufumi Sakai,JP
fl:yi_ln:zhang-237,Yiwei Zhang,CN
fl:da_ln:handy-2,David C. Handy,US
fl:ia_ln:powner-1,Iain Powner,GB
fl:gl_ln:mccabe-1,Glynn Alexander McCabe,NZ
fl:ch_ln:takata-2,Chikara Takata,JP
fl:do_ln:losert-1,Dominik Losert,US
fl:ch_ln:geindre-1,Christophe Geindre,FR
fl:ni_ln:vitale-6,Nicholas Vitale,US
fl:ya_ln:li-126,Yang Li,CN
fl:an_ln:quiroga-2,Andres Quiroga,US
fl:yu_ln:tu-16,Yuwei Tu,US
fl:ca_ln:hughes-10,Caroline Hughes,GB
fl:yi_ln:ronen-2,Yizhar Ronen,IL
fl:ja_ln:goulden-2,Jason Evans Goulden,US
fl:st_ln:sivriere-1,Stephanie Sivriere,US
fl:ma_ln:semsak-1,Mark Joseph Semsak,US
fl:al_ln:ng-22,Alvin Ng,US
fl:jo_ln:sung-12,Joon Sung,KR
fl:ju_ln:huang-46,Ju-Te Huang,US
fl:ja_ln:felkins-1,James Felkins,US
fl:br_ln:moore-69,Brandon Moore,US
fl:so_ln:lee-155,Soo Jung Lee,KR
fl:ya_ln:tsombanidis-1,Yanis Tsombanidis,US
fl:sh_ln:adachi-18,Shigeyuki Adachi,JP
fl:qi_ln:shen-61,Qiupei Shen,US
fl:ka_ln:roberts-2,Kaylan M. Roberts,US
fl:ka_ln:remaly-1,Katie Remaly,US
fl:fe_ln:qin-8,Fei Qin,CN
fl:jo_ln:estevecambra-1,Jose Ramón Esteve Cambra,ES
fl:zi_ln:jiang-21,Ziyu Jiang,CN
fl:yu_ln:li-473,Yuansong Li,CN
fl:my_ln:lee-98,Myung Hee Lee,KR
fl:yu_ln:kumagai-13,Yutaro Kumagai,JP
09v3fhcmnvvqf8d1m4pedc4rn,Eleni Beveratou,GB
fl:jo_ln:ammon-1,Joseph Ammon,US
fl:mo_ln:wilsberg-1,Moritz Wilsberg,US
fl:pa_ln:drew-2,Paul L. Drew,US
fl:ch_ln:fu-213,Chuanwu Fu,CN
fl:li_ln:lu-146,Liting Lu,US
fl:th_ln:flener-1,Thorsten Fleßner,DE
fl:da_ln:orcutt-3,David R. Orcutt,US
fl:li_ln:ferrell-2,Lindsey Ferrell,US
fl:br_ln:paschke-1,Brian Dennis Paschke,US
fl:se_ln:oh-361,Sewook Oh,KR
fl:an_ln:kuschel-2,Anthony J. Kuschel,US
fl:xu_ln:chen-99,Xu Chen,CN
fl:le_ln:blahut-1,Leslie C. Blahut,US
fl:yo_ln:woo-47,Young Taik Woo,KR
fl:yu_ln:sato-17,Yukihiko Sato,JP
fl:ki_ln:nordkvist-1,Kim Nordkvist,SE
fl:yo_ln:tamura-8,Yoshitaka Tamura,JP
fl:sv_ln:zehnder-1,Sven Zehnder,DE
fl:gr_ln:degeorge-1,Grant DeGeorge,US
fl:se_ln:abdolsamadi-1,Sepehr Abdolsamadi,US
fl:ry_ln:strand-1,Ryan Strand,US
fl:er_ln:polo-1,Erika X. S. Polo,US
fl:sa_ln:avadhany-1,Sareena Nagesh Avadhany,US
fl:ke_ln:ju-1,Keunho Ju,KR
fl:di_ln:fu-3,Dian Fu,CN
fl:li_ln:ruan-13,Lidan Ruan,CN
fl:fr_ln:casasalaminos-1,Francisco de Asis Casas Alaminos,US
fl:il_ln:hitin-1,Ilil Hitin,IL
fl:in_ln:hwang-129,Insoo Hwang,US
fl:co_ln:grandadam-1,Cody Duane Grandadam,US
fl:fa_ln:zhang-58,Fangcheng Zhang,CN
fl:yo_ln:sato-93,Yoshiki Sato,JP
fl:mi_ln:yasunaga-2,Mitsuteru Yasunaga,JP
fl:pi_ln:khoeun-1,Pieckdey Khoeun,US
fl:ca_ln:anthony-2,Catherine Anthony,US
fl:r._ln:barnes-1,R. Jason Barnes,US
fl:an_ln:wang-6,Anjiang Wang,CN
fl:na_ln:ho-2,Nang Xuan Ho,VN
fl:ch_ln:lin-1782,Chi-Fan Lin,TW
fl:ch_ln:raundahl-1,Christoffer Raundahl,DK
fl:ze_ln:zhu-17,Zepeng Zhu,CN
fl:ha_ln:statter-1,Harry A. Statter,US
fl:an_ln:gandolfi-1,Angelo Gandolfi,IT
fl:ch_ln:wischkowsky-1,Christopher William Wischkowsky,US
fl:pe_ln:xu-51,Peng Xu,CN
fl:su_ln:goyal-5,Sunny Goyal,US
fl:ed_ln:repic-2,Edward Michael Repic,US
fl:sh_ln:tanaka-27,Shigeru Tanaka,JP
fl:jo_ln:kim-486,Jonathan Kim,CA
fl:li_ln:luo-71,Lifang Luo,US
fl:li_ln:wang-95,Liming Wang,US
fl:jo_ln:bonetmolledo-1,Joan Bonet Molledo,ES
fl:jo_ln:liden-1,Johan Liden,US
0a0nc78wp8lbr2qe2rgjhs0eo,Donald Stonebarger,US
fl:sh_ln:yu-72,Shawn Sung Yu,US
fl:pa_ln:west-10,Patricia West,US
fl:ze_ln:guo-26,Zecong Guo,US
fl:ol_ln:jones-9,Ollie Jones,US
fl:bi_ln:dong-3,Binjie Dong,CN
fl:ta_ln:zeng-8,Tao Zeng,US
fl:ju_ln:beckmannlegorreta-1,Juan Domingo Beckmann Legorreta,MX
fl:ra_ln:sidiropoulos-1,Rachel L. Sidiropoulos,US
0a1urzooaztd4a7022ukxq8l4,Lubna Driouech,IT
fl:sa_ln:devaraja-2,Sandesh Hemmuru Devaraja,IN
fl:ja_ln:styrc-1,Jacek Styrc,CA
fl:to_ln:nishikawa-34,Tomohiro Nishikawa,JP
fl:xi_ln:jia-28,Xiujuan Jia,CN
fl:ad_ln:ewing-1,Adam Cole Ewing,US
fl:tu_ln:liu-26,Tuanfang Liu,CN
fl:da_ln:panagar-1,Darshil Panagar,CA
fl:sh_ln:chang-200,Shih-Yi Chang,CN
fl:ch_ln:laguardia-4,Chad La Guardia,US
fl:ja_ln:carter-49,"James Anthany Carter, II",US
fl:an_ln:ky-1,Anna Ky,US
fl:ka_ln:inoshita-1,Kazue Inoshita,JP
fl:fe_ln:xu-11,Feng Xu,CN
fl:ba_ln:buchet-1,Baptiste Buchet,FR
0a3dvxcsbh383hfc1gre0lcm3,Claire Goloja,US
fl:je_ln:bentzler-2,Jeff Bentzler,US
fl:yu_ln:choi-33,Yun-Seok Choi,KR
fl:th_ln:ide-2,Thad M. Ide,US
fl:su_ln:lee-638,Sukhan Lee,KR
fl:we_ln:sun-106,Wei Sun,US
fl:av_ln:cohen-6,Avi Cohen,IL
fl:gl_ln:kaye-1,Glenn William Kaye,US
fl:ni_ln:cortez-2,Nilya Bridgette Cortez,US
fl:ch_ln:chen-948,Chieh-Hsing Chen,TW
